user_id,user_session,events_in_session,distinct_products,distinct_event_types,purchases,session_revenue,session_date,session_duration_minutes
561804169,c388eb36-c432-4c8f-8809-0f7bca7d732e,705,1,1,0,0.0,2020-04-13,3.0
624179808,951cca92-6468-4d08-a770-1b5f271e28ae,702,701,1,0,0.0,2020-03-05,178.0
603877738,6a915dc9-8d38-4ce6-a40e-f72ab6a74c71,702,285,2,0,0.0,2020-03-24,53543.0
648140013,f92c318b-9217-4ba7-9ab6-2639f9fabe15,702,702,1,0,0.0,2020-04-27,61.0
549065441,9a15f386-dd60-418a-9afd-83edeeab6fb8,701,574,1,0,0.0,2019-12-18,438.0
607702321,e99bfa5f-e93b-4f6b-bb44-37577efc669c,697,33,1,0,0.0,2020-03-27,49574.0
590122540,832b3714-0bcd-4e35-ab69-9bbea8db4403,694,646,1,0,0.0,2020-04-10,83.0
599654916,5f031147-d9f6-42c9-ac4d-f97bbb26cc18,693,78,1,0,0.0,2020-04-12,957.0
568914421,9032ee81-241c-4499-b569-a2df0afcae0d,687,363,1,0,0.0,2020-04-29,477.0
580642755,c210cbdc-7e05-4daa-88de-26cd9db595b1,684,684,1,0,0.0,2019-12-02,37.0
649402274,ddb8fca1-2d02-433e-9979-a8dbe5771721,683,615,2,0,0.0,2020-04-30,504.0
638179031,52a37f22-d58d-43b2-a723-34f0e44270fb,682,171,1,0,0.0,2020-04-08,65.0
569267484,29adbf96-a707-45da-953c-8a5ae8e5e1b1,681,482,1,0,0.0,2020-03-26,49979.0
578881889,58c242f5-c85d-446c-8263-89786c96f9e7,679,679,1,0,0.0,2019-11-29,36.0
633296732,f1c3afc5-3048-4a26-9898-04a2bdd3507c,672,103,1,0,0.0,2020-03-27,1403.0
567475167,e14c70f6-9157-4bfe-806e-a418168a4e68,669,66,1,0,0.0,2020-03-30,14175.0
637964786,4a8a6d91-0a37-4cc2-bc2a-876cc1e5dd18,668,1,1,0,0.0,2020-04-07,39.0
522014021,4f409f81-b197-4e44-9c56-91b661ad52d0,666,1,1,0,0.0,2019-12-30,3902.0
570378492,9b6cbd1c-ad14-40a4-a37b-b5a669f4d574,663,539,1,0,0.0,2020-03-25,525.0
643675436,f0d72e4a-0062-4e11-9f3a-7e4c672bfcfd,662,166,1,0,0.0,2020-04-18,64.0
637360772,171ab1d0-478e-4a68-be20-bb7ea001a19b,660,660,1,0,0.0,2020-04-09,1011.0
568773191,1bf15b23-fa71-cd6b-cd37-b181f7b0b6c8,657,251,2,0,0.0,2020-03-27,49395.0
573668511,467175be-1adb-4449-83a2-c73d13ba56bd,657,323,2,0,0.0,2020-03-30,2764.0
557607587,95cab2ad-4a5f-4af4-a59f-cdf155e3067b,650,636,1,0,0.0,2020-04-30,798.0
568785148,f6a0ee9e-5231-4c44-b847-6821136b32fb,650,260,1,0,0.0,2020-04-11,540.0
568785148,0f3493a8-6221-4d9e-970e-f58108e91446,649,329,1,0,0.0,2020-04-22,468.0
624546549,3ff4a7b5-ea94-4137-b52e-6f5870fc9957,649,71,1,0,0.0,2020-04-24,1970.0
639386470,b82816e1-0610-41d9-9342-ca864f9cb32d,647,632,1,0,0.0,2020-04-10,1556.0
611093476,cfd07185-6de4-412f-8b2f-a547473b1faa,646,110,2,0,0.0,2020-04-07,236.0
516068026,fa3c3d17-43dc-4715-8a0c-2f9c6a46e9fe,645,307,1,0,0.0,2019-12-16,254.0
588951943,56020b52-18a0-4910-9484-3fa21ac5b774,644,344,1,0,0.0,2020-04-06,34695.0
637360772,0ee97d98-0f0b-4104-8b18-3086df98e63a,644,644,1,0,0.0,2020-04-09,1010.0
568804062,cd8c1201-ddf2-4585-9a86-a9b6b1f90639,641,195,2,0,0.0,2020-04-22,1834.0
628939112,cc44a810-7f9e-4596-af73-0516923e96cb,641,295,1,0,0.0,2020-04-23,5037.0
608901262,ec099b7b-1b88-4f26-9127-2b883652b39e,633,314,3,10,2615.18,2020-03-25,30496.0
568781910,4d47cd50-79f5-42b0-822d-68b72b6c1b5d,631,355,1,0,0.0,2020-03-26,50888.0
568804062,1db3286a-1874-4571-871d-bae2e6eeb405,631,209,1,0,0.0,2020-04-27,495.0
568785148,86768295-8344-4e2f-bb6d-8de50d9083fd,629,347,1,0,0.0,2020-04-16,553.0
615702426,91e90224-fc85-4984-b71b-8ecc178b3d51,628,44,1,0,0.0,2020-04-29,413.0
585130956,87f0e842-9b76-49fc-b3b2-82dc11ce446f,628,174,2,0,0.0,2019-12-11,252.0
568867723,398898f3-2276-483a-a56a-8b890dab7dad,626,305,1,0,0.0,2020-04-09,30598.0
613083954,0f923a4a-1895-4991-9784-4ff6e2094c33,625,561,1,0,0.0,2020-03-25,51929.0
512365995,d4ffd611-ab64-4c6e-837d-8b60866c2446,621,109,1,0,0.0,2020-02-11,613.0
637396266,9f5703ad-227a-4750-8a7a-7951eaf2297f,621,141,1,0,0.0,2020-04-06,34805.0
120701478,69f75110-556e-4a46-88eb-b62d347df229,618,44,2,0,0.0,2019-11-17,237522.0
568804062,9c471c9e-805a-4b87-a58d-83cce7f4d962,618,166,1,0,0.0,2020-04-30,421.0
568914421,4734fafe-8144-46ed-bb7e-0570f7db9362,617,255,1,0,0.0,2020-04-20,2002.0
611004221,28cb0ea7-cf43-4d73-b4ab-e0ee3bbaa791,617,285,2,0,0.0,2020-03-26,51035.0
560017176,c7a2a6b7-26ae-47d3-8370-4bf29ba7113d,616,301,2,0,0.0,2020-03-26,50921.0
641403446,3c0a48e9-7caf-40df-b9be-8be34da39c8f,614,109,2,0,0.0,2020-04-17,18853.0
569211249,6fb1638c-effc-4e17-bce5-667a8ca3c2fd,612,107,3,1,113.05,2020-03-25,52562.0
611241601,63a87b20-852c-4d9e-accc-326a51ad6db1,612,470,1,0,0.0,2020-03-21,178.0
580944369,37f0c538-6cb5-2154-7842-10417e733612,612,162,1,0,0.0,2020-04-21,13846.0
637829916,08a70517-1d1e-41e0-a6eb-28d56482bdaa,610,609,1,0,0.0,2020-04-07,110.0
604003957,dda73523-2871-454e-9060-4a13bd1fe45d,608,586,1,0,0.0,2020-04-26,145.0
569623150,b375200c-599f-4251-b34c-4f24c2b03e05,602,449,2,0,0.0,2020-04-06,34862.0
640516581,acebaa17-4834-4bd6-9c07-d63c94f8ee4b,602,151,1,0,0.0,2020-04-12,46.0
569245589,55d917a6-d86f-422a-80bd-258ab4ff34f1,602,66,1,0,0.0,2020-03-25,1953.0
568804062,5599486c-a88f-4dd8-930e-3d04012a7311,600,149,1,0,0.0,2020-04-29,445.0
518197808,53c412c9-e864-d0dc-a036-012549a8a617,594,574,1,0,0.0,2019-11-15,387.0
568945247,2ea92689-dd9b-4e84-bd86-74eb79c0dfa7,592,528,1,0,0.0,2020-03-26,1770.0
569340480,0e86421d-5895-4cd3-8c71-8d5cba0b9a85,588,332,2,0,0.0,2020-03-28,40575.0
567475167,97ff4257-71ee-48bb-933b-ec6f2e8a7557,587,102,1,0,0.0,2020-04-25,5632.0
513851612,2183f046-46f1-4ff6-96ef-f74986e7c8a1,584,218,1,0,0.0,2019-10-24,554.0
568781854,723c7562-0e6f-4e95-834c-22ccab9d4334,578,250,1,0,0.0,2020-03-27,49344.0
594235632,af2b33b1-0a41-4e73-a49d-fc8d3c07fcd9,575,441,3,1,69.24,2020-03-31,824.0
592658381,a131653d-b0a9-4f05-9ebc-be43b9a462a4,574,231,2,0,0.0,2020-04-18,312.0
525075306,7221547d-420a-4fc3-aa19-60c777ad768d,573,532,1,0,0.0,2020-03-24,53307.0
529370841,02d8cc6b-5c46-42c3-be16-ff4a675480a4,572,366,1,0,0.0,2020-04-09,7576.0
557607587,d109c3b9-1ee5-41ee-ac93-67e48f5cc03e,571,558,1,0,0.0,2020-04-29,836.0
513230794,c572554e-d877-4153-be19-95427601d0b5,570,51,3,139,58591.45,2020-02-28,27335.0
624967610,db63e06c-ec83-46b1-b179-df928965e813,570,232,3,1,283.15,2020-04-21,7973.0
639137281,d4265652-ed20-48e1-8e4f-621580c956fc,569,507,1,0,0.0,2020-04-29,470.0
598462100,2284e2d4-960e-47bb-86b4-ee628bdb7da4,567,422,2,0,0.0,2020-04-24,918.0
541978811,792015b7-840a-65c1-5cdf-d0d82d36c3bb,564,392,1,0,0.0,2019-12-02,583.0
594413602,284ef88c-6f51-48b8-8d11-9048369160ad,564,225,2,0,0.0,2020-04-04,11321.0
532769022,b2101293-44c1-4814-836a-94b0c03bb9c2,564,88,1,0,0.0,2019-10-27,165.0
568804062,5f466fae-a94e-409a-bec3-b4b0e62cc480,562,148,1,0,0.0,2020-04-28,428.0
594413602,c3f86ec9-3ec7-4833-9869-2d3e1c363d2f,562,207,1,0,0.0,2020-04-20,14643.0
647273333,60bda51f-0eb4-44c0-a22d-36b990c24278,559,43,1,0,0.0,2020-04-26,19.0
637979491,c420f8d8-02ef-407a-92eb-7628323054db,558,140,1,0,0.0,2020-04-07,59.0
606419025,805a66b3-6768-4356-9a1a-c4ee52d40599,556,122,3,6,852.28,2020-04-25,1459.0
646923474,8af854af-e8ce-4bbb-9a2e-6eb2d02f14c6,555,171,2,0,0.0,2020-04-28,374.0
603738077,82572a8b-9104-4a5f-9bbd-28e917db516c,554,530,1,0,0.0,2020-01-20,58.0
568900107,49128641-7788-40b2-8013-fe8905197f4b,550,120,2,0,0.0,2020-03-27,17040.0
644941709,799e9c2c-ddf1-4540-ad71-dad52c4d2950,550,138,1,0,0.0,2020-04-21,68.0
568818636,85890756-b4a0-4cc4-a1c9-e4b6e257b0fa,550,504,1,0,0.0,2019-11-22,197.0
637836857,d856a103-12b2-4c85-91f6-520c94737680,548,114,2,0,0.0,2020-04-07,33050.0
638685176,228c537a-9c05-4e28-bc67-af349f2a9aa0,548,137,1,0,0.0,2020-04-09,38.0
645962717,6b80bfe4-9b09-4cc7-97f1-01029cd8e457,547,199,2,0,0.0,2020-04-23,10851.0
535067214,5bc11a6e-107c-40f0-b0a1-ccfbe52a9a15,546,371,1,0,0.0,2020-03-28,12602.0
635261629,d94d5210-f6e8-46b2-a1b4-781b862411b4,545,143,1,0,0.0,2020-04-22,6770.0
586685994,71127171-1fe7-4d2b-ba8a-0c7af2621085,544,201,2,0,0.0,2020-03-25,51172.0
622565039,8df550a4-0866-bdc6-cddc-04ffda60015a,541,440,3,1,316.33,2020-03-26,31668.0
617290860,f2288c7f-2f57-813f-62da-9035d34f2c1a,541,506,1,0,0.0,2020-03-11,484.0
613703443,35911eeb-6560-47da-a79e-171adc8cce0e,537,271,1,0,0.0,2020-03-25,52252.0
537169676,a4075cf2-84c9-44f1-8543-9d0f2dc03b98,536,301,1,0,0.0,2020-01-03,290.0
590832213,e79a3a91-4f37-4895-999c-576a0504d469,536,463,1,0,0.0,2020-03-31,1686.0
629603075,b136a10a-2c00-4b36-8117-cb16d0eea0b3,535,251,2,0,0.0,2020-04-12,22325.0
607425154,b9b4b476-b0da-49a0-90c3-87a3b52efbad,534,480,1,0,0.0,2020-04-11,18727.0
546912388,3a1a8cae-b7bd-444d-8aaa-48c7b14571e9,534,57,2,0,0.0,2019-11-15,383.0
486108415,e38c2ed0-06f5-4a9e-bfa1-b25811047d3e,534,525,1,0,0.0,2020-02-27,402.0
624546549,8df4f3f5-509b-45cb-bd3c-e04158f1f278,532,49,1,0,0.0,2020-04-30,478.0
638154450,5ba1c3fb-12e5-453d-8059-28c461492a19,532,132,1,0,0.0,2020-04-08,49.0
571320128,011356a8-f1bd-4324-99c7-d037536a23e3,531,499,1,0,0.0,2020-02-25,480.0
630180010,02587cc1-4349-4197-9a8d-dab860bb9abf,529,467,1,0,0.0,2020-04-13,1842.0
625519241,96415ac3-f637-422b-8108-b8da7b2e07ac,524,182,1,0,0.0,2020-04-18,4183.0
568785148,1eb1bfef-a734-4dd1-b772-65611d02efe6,523,262,1,0,0.0,2020-04-15,447.0
639527738,53c0c43c-788a-4b63-b028-c5ac023045d8,522,164,1,0,0.0,2020-04-28,1104.0
569284231,f402ae4e-dc5b-4a4d-ac9b-52e2414f51c9,521,173,1,0,0.0,2020-04-01,41831.0
572924158,da39acbf-a34e-4339-9654-b704c6531684,517,273,1,0,0.0,2020-03-24,52950.0
554488085,d3ca21ab-532f-4088-adde-6865a0c81930,517,403,1,0,0.0,2020-04-10,579.0
604070343,819120bd-cb0b-4487-8b7f-b0e1e5c54947,516,269,2,0,0.0,2020-04-02,7370.0
640603526,4583d174-02c3-42c9-91ee-22aeeec5bfe2,512,128,1,0,0.0,2020-04-13,34.0
617290860,d1e9ef65-e9aa-a83d-f270-2fb519c499d8,512,485,1,0,0.0,2020-03-03,356.0
632980533,00b057e8-bf2e-42f4-9b28-4f81052f3304,505,55,2,0,0.0,2020-04-23,10925.0
541978811,56634554-a33b-4dcf-92b8-d7bd36f30168,505,340,1,0,0.0,2019-12-05,347.0
568785148,ccc892ca-4be4-4959-ab42-27e93d17df5d,505,256,1,0,0.0,2020-04-08,444.0
528150609,177a7feb-90c4-4663-aaa1-0cc95977a469,504,166,1,0,0.0,2020-04-19,482.0
537972582,4488e77a-9901-4c4b-b162-47a224ceab51,504,414,1,0,0.0,2019-11-01,217.0
569276039,ccc92ad2-524c-4596-9d8a-0c92fbffb4fc,504,78,1,0,0.0,2020-04-10,347.0
552171102,7009629a-7d30-4001-9099-7f280fd47b98,504,327,2,0,0.0,2020-01-18,452.0
633342077,daeb7b43-aeb3-4624-84e8-0cdcebbeb858,502,213,1,0,0.0,2020-03-30,7226.0
